fips_code,county,state,customers_out,run_start_time
51107,Loudoun,Virginia,2.0,2025-01-07 04:15:00
51107,Loudoun,Virginia,2.0,2025-01-07 04:30:00
51107,Loudoun,Virginia,2.0,2025-01-07 04:45:00
51107,Loudoun,Virginia,2.0,2025-01-07 05:00:00
51107,Loudoun,Virginia,2.0,2025-01-07 05:15:00
51107,Loudoun,Virginia,2.0,2025-01-07 05:30:00
51107,Loudoun,Virginia,1.0,2025-01-07 12:00:00
51107,Loudoun,Virginia,8.0,2025-01-07 14:30:00
51107,Loudoun,Virginia,1.0,2025-01-07 14:45:00
51107,Loudoun,Virginia,10.0,2025-01-07 15:00:00
51107,Loudoun,Virginia,10.0,2025-01-07 15:15:00
51107,Loudoun,Virginia,10.0,2025-01-07 15:30:00
51107,Loudoun,Virginia,10.0,2025-01-07 15:45:00
51107,Loudoun,Virginia,10.0,2025-01-07 16:00:00
51107,Loudoun,Virginia,10.0,2025-01-07 16:15:00
51107,Loudoun,Virginia,10.0,2025-01-07 16:30:00
51107,Loudoun,Virginia,9.0,2025-01-07 16:45:00
51107,Loudoun,Virginia,9.0,2025-01-07 17:00:00
51107,Loudoun,Virginia,9.0,2025-01-07 17:15:00
51107,Loudoun,Virginia,9.0,2025-01-07 17:30:00
51107,Loudoun,Virginia,9.0,2025-01-07 17:45:00
51107,Loudoun,Virginia,9.0,2025-01-07 18:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 00:30:00
51107,Loudoun,Virginia,1.0,2025-01-08 00:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 01:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 01:15:00
51107,Loudoun,Virginia,1.0,2025-01-08 01:30:00
51107,Loudoun,Virginia,1.0,2025-01-08 01:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 02:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 02:15:00
51107,Loudoun,Virginia,1.0,2025-01-08 02:30:00
51107,Loudoun,Virginia,24.0,2025-01-08 13:15:00
51107,Loudoun,Virginia,24.0,2025-01-08 13:30:00
51107,Loudoun,Virginia,187.0,2025-01-08 13:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 16:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 17:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 17:15:00
51107,Loudoun,Virginia,1.0,2025-01-08 17:30:00
51107,Loudoun,Virginia,1.0,2025-01-08 17:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 18:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 18:15:00
51107,Loudoun,Virginia,1.0,2025-01-08 18:30:00
51107,Loudoun,Virginia,1.0,2025-01-08 18:45:00
51107,Loudoun,Virginia,1.0,2025-01-08 19:00:00
51107,Loudoun,Virginia,1.0,2025-01-08 19:15:00
51107,Loudoun,Virginia,1.0,2025-01-08 19:30:00
51107,Loudoun,Virginia,224.0,2025-01-08 22:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 00:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 00:15:00
51107,Loudoun,Virginia,21.0,2025-01-09 00:30:00
51107,Loudoun,Virginia,21.0,2025-01-09 00:45:00
51107,Loudoun,Virginia,21.0,2025-01-09 01:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 01:15:00
51107,Loudoun,Virginia,21.0,2025-01-09 01:30:00
51107,Loudoun,Virginia,21.0,2025-01-09 01:45:00
51107,Loudoun,Virginia,21.0,2025-01-09 02:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 02:15:00
51107,Loudoun,Virginia,21.0,2025-01-09 02:30:00
51107,Loudoun,Virginia,21.0,2025-01-09 02:45:00
51107,Loudoun,Virginia,21.0,2025-01-09 03:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 03:15:00
51107,Loudoun,Virginia,22.0,2025-01-09 03:30:00
51107,Loudoun,Virginia,22.0,2025-01-09 03:45:00
51107,Loudoun,Virginia,22.0,2025-01-09 04:00:00
51107,Loudoun,Virginia,22.0,2025-01-09 04:15:00
51107,Loudoun,Virginia,22.0,2025-01-09 04:30:00
51107,Loudoun,Virginia,22.0,2025-01-09 04:45:00
51107,Loudoun,Virginia,22.0,2025-01-09 05:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 05:15:00
51107,Loudoun,Virginia,21.0,2025-01-09 05:30:00
51107,Loudoun,Virginia,21.0,2025-01-09 05:45:00
51107,Loudoun,Virginia,21.0,2025-01-09 06:00:00
51107,Loudoun,Virginia,21.0,2025-01-09 06:15:00
51107,Loudoun,Virginia,21.0,2025-01-09 06:30:00
51107,Loudoun,Virginia,21.0,2025-01-09 06:45:00
51107,Loudoun,Virginia,1.0,2025-01-09 10:00:00
51107,Loudoun,Virginia,1.0,2025-01-09 10:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 10:30:00
51107,Loudoun,Virginia,1.0,2025-01-09 10:45:00
51107,Loudoun,Virginia,1.0,2025-01-09 11:00:00
51107,Loudoun,Virginia,1.0,2025-01-09 11:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 11:30:00
51107,Loudoun,Virginia,1.0,2025-01-09 11:45:00
51107,Loudoun,Virginia,25.0,2025-01-09 15:30:00
51107,Loudoun,Virginia,33.0,2025-01-09 15:45:00
51107,Loudoun,Virginia,16.0,2025-01-09 16:00:00
51107,Loudoun,Virginia,16.0,2025-01-09 16:15:00
51107,Loudoun,Virginia,17.0,2025-01-09 16:30:00
51107,Loudoun,Virginia,17.0,2025-01-09 16:45:00
51107,Loudoun,Virginia,17.0,2025-01-09 17:00:00
51107,Loudoun,Virginia,17.0,2025-01-09 17:15:00
51107,Loudoun,Virginia,2.0,2025-01-09 17:30:00
51107,Loudoun,Virginia,2.0,2025-01-09 17:45:00
51107,Loudoun,Virginia,2.0,2025-01-09 18:00:00
51107,Loudoun,Virginia,2.0,2025-01-09 18:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 18:30:00
51107,Loudoun,Virginia,2.0,2025-01-09 18:45:00
51107,Loudoun,Virginia,118.0,2025-01-09 19:00:00
51107,Loudoun,Virginia,3.0,2025-01-09 19:15:00
51107,Loudoun,Virginia,3.0,2025-01-09 19:30:00
51107,Loudoun,Virginia,2.0,2025-01-09 19:45:00
51107,Loudoun,Virginia,1.0,2025-01-09 20:00:00
51107,Loudoun,Virginia,1.0,2025-01-09 20:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 20:30:00
51107,Loudoun,Virginia,1.0,2025-01-09 20:45:00
51107,Loudoun,Virginia,1.0,2025-01-09 21:00:00
